date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:54:56	12235/12235	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2fcb%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-laravel.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-laravel.jpg	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:57	15335/15335	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3be7%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-sass.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-sass.jpg	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:57	10339/10339	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2863%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-vue.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-vue.jpg	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:58	13134/13134	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-334e%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-react.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-react.jpg	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:58	20122/20122	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-4e9a%22	https://geeksui.codescandy.com/geeks/assets/libs/@popperjs/core/dist/umd/popper.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/@popperjs/core/dist/umd/popper.min.js	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:59	60577/60577	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-eca1%22	https://geeksui.codescandy.com/geeks/assets/libs/bootstrap/dist/js/bootstrap.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/bootstrap/dist/js/bootstrap.min.js	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:54:59	27057/27057	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-69b1%22	https://geeksui.codescandy.com/geeks/assets/libs/simplebar/dist/simplebar.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/simplebar/dist/simplebar.min.js	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:55:00	5601/5601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-15e1%22	https://geeksui.codescandy.com/geeks/assets/js/theme.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/theme.min.js	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:55:01	22567/22567	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-5827%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/chart.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/chart.js	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:55:01	516143/516143	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-7e02f%22	https://geeksui.codescandy.com/geeks/assets/libs/apexcharts/dist/apexcharts.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/apexcharts/dist/apexcharts.min.js	(from https://geeksui.codescandy.com/geeks/pages/dashboard-instructor.html)
17:55:03	65112/65112	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22653b85bb-fe58%22	https://geeksui.codescandy.com/geeks/assets/fonts/feather/fonts/feather.ttf?sdxovp	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/fonts/feather/fonts/feather144f.ttf	(from https://geeksui.codescandy.com/geeks/assets/fonts/feather/feather.css)
17:55:04	222023/222023	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22653b85bb-36347%22	https://geeksui.codescandy.com/geeks/assets/fonts/feather/fonts/feather.svg?sdxovp	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/fonts/feather/fonts/feather144f.svg	(from https://geeksui.codescandy.com/geeks/assets/fonts/feather/feather.css)
17:55:05	130608/130608	---M--	200	added ('OK')	font/woff2	etag:%22653b85bb-1fe30%22	https://geeksui.codescandy.com/geeks/assets/libs/bootstrap-icons/font/fonts/bootstrap-icons.woff2?2820a3852bdb9a5832199cc61cec4e65	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/bootstrap-icons/font/fonts/bootstrap-iconsafdf.woff2	(from https://geeksui.codescandy.com/geeks/assets/libs/bootstrap-icons/font/bootstrap-icons.min.css)
17:55:05	65188/65188	---M--	200	added ('OK')	font/woff	etag:%22653b85bb-fea4%22	https://geeksui.codescandy.com/geeks/assets/fonts/feather/fonts/feather.woff?sdxovp	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/fonts/feather/fonts/feather144f.woff	(from https://geeksui.codescandy.com/geeks/assets/fonts/feather/feather.css)
17:55:06	176200/176200	---M--	200	added ('OK')	font/woff	etag:%22653b85bb-2b048%22	https://geeksui.codescandy.com/geeks/assets/libs/bootstrap-icons/font/fonts/bootstrap-icons.woff?2820a3852bdb9a5832199cc61cec4e65	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/bootstrap-icons/font/fonts/bootstrap-iconsafdf.woff	(from https://geeksui.codescandy.com/geeks/assets/libs/bootstrap-icons/font/bootstrap-icons.min.css)
17:55:08	16166/16166	---MCZ	200	added ('OK')	text/css	etag:W/%22653b85bb-3f26%22	https://geeksui.codescandy.com/geeks/assets/libs/flatpickr/dist/flatpickr.min.css	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/flatpickr/dist/flatpickr.min.css	(from https://geeksui.codescandy.com/geeks/pages/profile-edit.html)
17:55:08	50679/50679	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-c5f7%22	https://geeksui.codescandy.com/geeks/assets/libs/flatpickr/dist/flatpickr.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/flatpickr/dist/flatpickr.min.js	(from https://geeksui.codescandy.com/geeks/pages/profile-edit.html)
17:55:09	186/186	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-ba%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/flatpickr.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/flatpickr.js	(from https://geeksui.codescandy.com/geeks/pages/profile-edit.html)
17:55:09	234/234	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-ea%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/validation.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/validation.js	(from https://geeksui.codescandy.com/geeks/pages/profile-edit.html)
17:55:10	13449/13449	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3489%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-javascript.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-javascript.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:11	22984/22984	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-59c8%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-5.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-5.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:11	26351/26351	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-66ef%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-6.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-6.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:12	14072/14072	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-36f8%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-graphql.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-graphql.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:12	27828/27828	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-6cb4%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-7.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-7.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:12	12829/12829	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-321d%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-angular.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-angular.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:13	8811/8811	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-226b%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-8.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-8.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:13	11299/11299	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2c23%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-python.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-python.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:14	8001/8001	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-1f41%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-9.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-9.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:14	27527/27527	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-6b87%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-11.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-11.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:14	12562/12562	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3112%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-13.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-13.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:15	11375/11375	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2c6f%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-14.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-14.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:15	11085/11085	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2b4d%22	https://geeksui.codescandy.com/geeks/assets/images/avatar/avatar-15.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/avatar/avatar-15.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:16	14388/14388	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3834%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-gatsby.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-gatsby.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:16	11954/11954	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2eb2%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-css.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-css.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:17	14039/14039	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-36d7%22	https://geeksui.codescandy.com/geeks/assets/images/course/course-wordpress.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/course/course-wordpress.jpg	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:17	25717/25717	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-6475%22	https://geeksui.codescandy.com/geeks/assets/libs/tippy.js/dist/tippy-bundle.umd.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/tippy.js/dist/tippy-bundle.umd.min.js	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:18	683/683	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-2ab%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/tooltip.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/tooltip.js	(from https://geeksui.codescandy.com/geeks/pages/course-category.html)
17:55:18	13749/13749	---MCZ	200	added ('OK')	text/css	etag:W/%22653b85bb-35b5%22	https://geeksui.codescandy.com/geeks/assets/libs/glightbox/dist/css/glightbox.min.css	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/glightbox/dist/css/glightbox.min.css	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:19	59685/59685	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-e925%22	https://geeksui.codescandy.com/geeks/assets/images/education/skils.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/skils.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:19	22935/22935	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-5997%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-1.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-1.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:20	23765/23765	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-5cd5%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-2.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-2.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:21	19597/19597	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-4c8d%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-4.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-4.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:21	20990/20990	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-51fe%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-3.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-3.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:22	17542/17542	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-4486%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-5.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-5.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:23	23768/23768	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-5cd8%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-6.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-6.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:23	16196/16196	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3f44%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-7.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-7.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:24	18477/18477	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-482d%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-img-8.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-img-8.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:24	33713/33713	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-83b1%22	https://geeksui.codescandy.com/geeks/assets/images/education/certificate.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/certificate.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:25	29619/29619	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-73b3%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-video-img.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-video-img.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:25	16768/16768	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-4180%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-webinar-1.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-webinar-1.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:26	14604/14604	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-390c%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-webinar-2.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-webinar-2.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:26	15136/15136	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3b20%22	https://geeksui.codescandy.com/geeks/assets/images/education/edu-webinar-3.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/edu-webinar-3.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:27	14528/14528	---M--	200	added ('OK')	image/png	etag:%22653b85bb-38c0%22	https://geeksui.codescandy.com/geeks/assets/images/education/course.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/education/course.png	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:27	55880/55880	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-da48%22	https://geeksui.codescandy.com/geeks/assets/libs/glightbox/dist/js/glightbox.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/glightbox/dist/js/glightbox.min.js	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:28	73/73	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-49%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/glight.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/glight.js	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-education.html)
17:55:28	2178/2178	---MCZ	200	added ('OK')	text/css	etag:W/%22653b85bb-882%22	https://geeksui.codescandy.com/geeks/assets/libs/tiny-slider/dist/tiny-slider.css	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/tiny-slider/dist/tiny-slider.css	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:28	3385/3385	---M--	200	added ('OK')	image/png	etag:%22653b85bb-d39%22	https://geeksui.codescandy.com/geeks/assets/images/png/degree-1.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/degree-1.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:29	3237/3237	---M--	200	added ('OK')	image/png	etag:%22653b85bb-ca5%22	https://geeksui.codescandy.com/geeks/assets/images/png/degree-2.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/degree-2.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:29	3288/3288	---M--	200	added ('OK')	image/png	etag:%22653b85bb-cd8%22	https://geeksui.codescandy.com/geeks/assets/images/png/degree-3.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/degree-3.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:30	2880/2880	---M--	200	added ('OK')	image/png	etag:%22653b85bb-b40%22	https://geeksui.codescandy.com/geeks/assets/images/png/degree-4.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/degree-4.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:30	869/869	---M--	200	added ('OK')	image/png	etag:%22653b85bb-365%22	https://geeksui.codescandy.com/geeks/assets/images/png/google.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/google.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:31	384/384	---M--	200	added ('OK')	image/png	etag:%22653b85bb-180%22	https://geeksui.codescandy.com/geeks/assets/images/png/IBM.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/IBM.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:31	300/300	---M--	200	added ('OK')	image/png	etag:%22653b85bb-12c%22	https://geeksui.codescandy.com/geeks/assets/images/png/microsoft.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/microsoft.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:31	712/712	---M--	200	added ('OK')	image/png	etag:%22653b85bb-2c8%22	https://geeksui.codescandy.com/geeks/assets/images/png/tensorflow.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/tensorflow.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:32	985/985	---M--	200	added ('OK')	image/png	etag:%22653b85bb-3d9%22	https://geeksui.codescandy.com/geeks/assets/images/png/meta.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/meta.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:34	186396/186396	---M--	200	added ('OK')	image/png	etag:%22653b85bb-2d81c%22	https://geeksui.codescandy.com/geeks/assets/images/background/acedamy-img/girl-image.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/background/acedamy-img/girl-image.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:34	125943/125943	---M--	200	added ('OK')	image/png	etag:%22653b85bb-1ebf7%22	https://geeksui.codescandy.com/geeks/assets/images/png/cta-instructor-1.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/png/cta-instructor-1.png	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:35	31966/31966	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-7cde%22	https://geeksui.codescandy.com/geeks/assets/libs/tiny-slider/dist/min/tiny-slider.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/tiny-slider/dist/min/tiny-slider.js	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:35	2295/2295	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-8f7%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/tnsSlider.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/tnsSlider.js	(from https://geeksui.codescandy.com/geeks/pages/landings/home-academy.html)
17:55:35	83800/83800	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2001%20Apr%202024%2017:52:29%20GMT	https://geeksui.codescandy.com/geeks/pages/landings/course-single.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/landings/course-single.html	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-courses.html)
17:55:36	14478/14478	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-388e%22	https://geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-1.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-1.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-courses.html)
17:55:36	13605/13605	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-3525%22	https://geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-2.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-2.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-courses.html)
17:55:37	11713/11713	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-2dc1%22	https://geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-3.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-3.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-courses.html)
17:55:37	19501/19501	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-4c2d%22	https://geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-4.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img-4.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-courses.html)
17:55:38	9843/9843	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-2673%22	https://geeksui.codescandy.com/geeks/assets/libs/typed.js/dist/typed.umd.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/typed.js/dist/typed.umd.js	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-courses.html)
17:55:39	164139/164139	---M--	200	added ('OK')	image/png	etag:%22653b85bb-2812b%22	https://geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img.png	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/instructor/instructor-img.png	(from https://geeksui.codescandy.com/geeks/pages/landings/course-lead.html)
17:55:39	92224/92224	---M--	200	added ('OK')	image/jpeg	etag:%22653b85bb-16840%22	https://geeksui.codescandy.com/geeks/assets/images/background/analytics.jpg	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/images/background/analytics.jpg	(from https://geeksui.codescandy.com/geeks/pages/landings/request-access.html)
17:55:39	3563/3563	---MCZ	200	added ('OK')	text/css	etag:W/%22653b85bb-deb%22	https://geeksui.codescandy.com/geeks/assets/libs/odometer/themes/odometer-theme-default.css	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/odometer/themes/odometer-theme-default.css	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-sass.html)
17:55:40	10264/10264	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-2818%22	https://geeksui.codescandy.com/geeks/assets/libs/odometer/odometer.min.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/libs/odometer/odometer.min.js	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-sass.html)
17:55:41	721/721	---MCZ	200	added ('OK')	application/javascript	etag:W/%22653b85bb-2d1%22	https://geeksui.codescandy.com/geeks/assets/js/vendors/pricing.js	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/assets/js/vendors/pricing.js	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-sass.html)
17:55:41	44658/44658	---MCZ	200	added ('OK')	text/html	etag:W/%22653b85ba-ae72%22	https://geeksui.codescandy.com/geeks/pages/jobs/company-reviews.html	D:/web%20Interface/kale/kale/geeksui.codescandy.com/geeks/pages/jobs/company-reviews.html	(from https://geeksui.codescandy.com/geeks/pages/landings/landing-job.html)
